deadline_id,related_type,related_id,client_id,deadline_type,due_date,description,priority,status,reminder_sent,completed_date,completed_by,cost,internal_notes,created_on,modified_on
DL-0180,patent,PT-0070,CL-0384,continuation,2027/02/05,Continuation for patent PT-0070,critical,overdue,,,,,Legacy deadline record,19/04/2019,07/17/2024
DL-0181,patent,PT-0071,CL-0160,filing,13/04/2024,Filing for patent PT-0071,low,cancelled,,,,1587.95,Legacy deadline record,2020-12-02,
DL-0182,patent,PT-0072,CL-0323,examination response,01-10-2025,Examination Response for patent PT-0072 - Response to office action required,critical,pending,Y,,,1118.12,,23/01/19,2023-01-10
DL-0183,patent,PT-0072,CL-0323,annuity,2024-12-29,Annuity for patent PT-0072,urgent,completed,,"July 02, 2023",Betty Clark,2141.02,,12/05/20,N/A
DL-0184,patent,PT-0073,CL-0391,annuity,2025/12/22,Annuity for patent PT-0073,high,cancelled,,,,,,23 November 2022,
DL-0185,patent,PT-0073,CL-0391,annuity,02/19/2027,Annuity for patent PT-0073,medium,cancelled,,,,3900.4,,2023-10-23,10/02/2023
DL-0186,patent,PT-0073,CL-0391,filing,10-05-2027,Filing for patent PT-0073,urgent,completed,,02-01-2024,George Harris,,,11/18/2020,
DL-0187,patent,PT-0073,CL-0391,examination response,10/09/25,Examination Response for patent PT-0073 - Response to office action required,critical,overdue,,,,3588.42,,09-11-2022,29-05-2024
DL-0188,patent,PT-0074,CL-0396,renewal,18/10/26,Renewal for patent PT-0074 - Fee payment required,high,cancelled,,,,,,"June 08, 2019",
DL-0189,patent,PT-0075,CL-0316,continuation,10/26/27,Continuation for patent PT-0075,normal,pending,Y,,,3467.07,,2018/12/24,"August 03, 2024"
DL-0190,patent,PT-0075,CL-0316,continuation,"March 29, 2024",Continuation for patent PT-0075,normal,completed,,12/04/2024,Dorothy Harris,2950.12,,2022/04/28,19/06/2024
DL-0191,patent,PT-0076,CL-0353,continuation,15-05-2025,Continuation for patent PT-0076,medium,cancelled,,,,,,02/02/23,
DL-0192,patent,PT-0077,CL-0351,filing,,Filing for patent PT-0077,critical,overdue,,,,649.57,Legacy deadline record,05/05/2020,
DL-0193,patent,PT-0077,CL-0351,continuation,2024/11/15,Continuation for patent PT-0077,urgent,completed,,2024/05/02,Sarah Rodriguez,4450.07,,2020-12-08,
DL-0194,patent,PT-0078,CL-0046,examination response,10/23/25,Examination Response for patent PT-0078 - Response to office action required,normal,overdue,,,,119.1,,12/16/20,"March 26, 2024"
DL-0195,patent,PT-0079,CL-0090,filing,2024-03-27,Filing for patent PT-0079,low,pending,yes,,,,,07/12/2023,
DL-0196,patent,PT-0079,CL-0090,annuity,02/09/27,Annuity for patent PT-0079,normal,pending,,,,,,2020/11/14,
DL-0197,patent,PT-0079,CL-0090,examination response,22/12/2024,Examination Response for patent PT-0079 - Response to office action required,critical,overdue,,,,,,2020-12-19,2024/01/20
DL-0198,patent,PT-0080,CL-0058,filing,2024-12-07,Filing for patent PT-0080,medium,pending,yes,,,,,N/A,19 October 2024
DL-0199,patent,PT-0080,CL-0058,examination response,11/19/25,Examination Response for patent PT-0080 - Response to office action required,critical,pending,,,,3051.25,,05/22/19,09/06/23
DL-0200,patent,PT-0080,CL-0058,continuation,Unknown,Continuation for patent PT-0080,low,completed,,13-04-2023,Mary Turner,641.42,,06/05/20,05/10/23
DL-0201,patent,PT-0081,CL-0477,continuation,01/08/2025,Continuation for patent PT-0081,low,completed,,25-11-2023,Susan Stewart,420.88,,09/09/23,"March 14, 2024"
DL-0202,patent,PT-0081,CL-0477,annuity,TBD,Annuity for patent PT-0081,critical,overdue,,,,4367.91,,19/04/20,
DL-0203,patent,PT-0082,CL-0140,filing,08 February 2027,Filing for patent PT-0082,critical,completed,,TBD,Lisa Sanchez,1251.57,,05/11/18,
DL-0204,patent,PT-0083,CL-0310,continuation,2027/07/27,Continuation for patent PT-0083,medium,completed,,2023/04/02,Carol Gomez,3191.68,,2023-11-20,
DL-0205,patent,PT-0084,CL-0178,examination response,02/07/2024,Examination Response for patent PT-0084 - Response to office action required,critical,cancelled,,,,4734.54,Legacy deadline record,00/00/0000,
DL-0206,patent,PT-0084,CL-0178,filing,16 December 2025,Filing for patent PT-0084,high,overdue,,,,,Legacy deadline record,05/04/2023,
DL-0207,patent,PT-0085,CL-0401,filing,2025/06/07,Filing for patent PT-0085,medium,overdue,,,,,,10 December 2021,2023-05-16
DL-0208,patent,PT-0085,CL-0401,renewal,2028/02/14,Renewal for patent PT-0085 - Fee payment required,urgent,pending,no,,,4866.68,Legacy deadline record,2019-12-11,
DL-0209,patent,PT-0085,CL-0401,renewal,2027-04-08,Renewal for patent PT-0085 - Fee payment required,critical,overdue,,,,4415.0,,,
DL-0210,patent,PT-0085,CL-0401,continuation,"November 15, 2025",Continuation for patent PT-0085,medium,pending,N,,,,,TBD,
DL-0211,patent,PT-0086,CL-0216,examination response,30 January 2025,Examination Response for patent PT-0086 - Response to office action required,critical,completed,,01/12/24,Patricia Adams,,,2020-11-22,Unknown
DL-0212,patent,PT-0087,CL-0340,annuity,2024-06-01,Annuity for patent PT-0087,low,pending,no,,,,,05/01/19,
DL-0213,patent,PT-0087,CL-0340,continuation,27 October 2024,Continuation for patent PT-0087,critical,pending,,,,2923.01,,2019/03/30,
DL-0214,patent,PT-0087,CL-0340,continuation,12/19/2024,Continuation for patent PT-0087,high,pending,Y,,,2379.79,,05/01/2022,"February 02, 2023"
DL-0215,patent,PT-0088,CL-0313,examination response,19 August 2024,Examination Response for patent PT-0088 - Response to office action required,medium,cancelled,,,,1335.27,Legacy deadline record,03/07/2022,08/29/24
DL-0216,patent,PT-0089,CL-0256,annuity,10 November 2027,Annuity for patent PT-0089,normal,completed,,16/11/2024,Anthony Carter,4003.64,,"August 12, 2018",18-11-2024
DL-0217,patent,PT-0090,CL-0412,examination response,2025/05/11,Examination Response for patent PT-0090 - Response to office action required,high,pending,,,,3190.4,,03-05-2019,
DL-0218,patent,PT-0090,CL-0412,filing,Unknown,Filing for patent PT-0090,urgent,completed,,25/01/2024,Ruth Smith,4383.05,,29-11-2019,N/A
DL-0219,patent,PT-0090,CL-0412,continuation,10/23/27,Continuation for patent PT-0090,urgent,completed,,05-07-2023,Sarah Perez,2796.93,Legacy deadline record,08/07/2019,
DL-0220,patent,PT-0090,CL-0412,annuity,08/26/2026,Annuity for patent PT-0090,medium,overdue,,,,4494.96,,2020/11/23,
DL-0221,patent,PT-0091,CL-0176,filing,Unknown,Filing for patent PT-0091,low,overdue,,,,3939.82,,"June 01, 2022",
DL-0222,patent,PT-0091,CL-0176,examination response,05/07/2025,Examination Response for patent PT-0091 - Response to office action required,medium,cancelled,,,,163.79,,10-02-2023,06/20/24
DL-0223,patent,PT-0091,CL-0176,filing,01-10-2024,Filing for patent PT-0091,high,overdue,,,,819.66,,"April 28, 2018",
DL-0224,patent,PT-0092,CL-0049,continuation,2025/07/17,Continuation for patent PT-0092,urgent,cancelled,,,,2829.18,Legacy deadline record,2018-01-24,
DL-0225,patent,PT-0093,CL-0312,examination response,01 March 2024,Examination Response for patent PT-0093 - Response to office action required,low,completed,,03-23-2024,Carol Smith,4136.26,,2023/07/09,03-08-2023
DL-0226,patent,PT-0094,CL-0149,annuity,10-18-2026,Annuity for patent PT-0094,low,completed,,10/11/24,Anthony Clark,1566.75,,04/11/20,
DL-0227,patent,PT-0094,CL-0149,renewal,26/07/2030,Renewal for patent PT-0094 - Fee payment required,normal,overdue,,,,1400.74,,2021/05/05,
DL-0228,patent,PT-0094,CL-0149,annuity,14-09-2024,Annuity for patent PT-0094,urgent,completed,,01-12-2024,Gary Lopez,3986.58,,14/11/2022,02/02/2023
DL-0229,patent,PT-0094,CL-0149,annuity,N/A,Annuity for patent PT-0094,medium,pending,no,,,2454.53,,12/04/2021,
DL-0230,patent,PT-0095,CL-0456,annuity,2025-05-02,Annuity for patent PT-0095,medium,cancelled,,,,,,13/04/2020,05-04-2024
DL-0231,patent,PT-0095,CL-0456,filing,"January 03, 2026",Filing for patent PT-0095,high,overdue,,,,3441.55,Legacy deadline record,20 November 2023,
DL-0232,patent,PT-0095,CL-0456,examination response,07/29/2025,Examination Response for patent PT-0095 - Response to office action required,high,cancelled,,,,4960.79,,08/05/2018,18 April 2024
DL-0233,patent,PT-0096,CL-0055,annuity,2024-05-07,Annuity for patent PT-0096,critical,cancelled,,,,941.33,,04-03-2019,08-11-2023
DL-0234,patent,PT-0096,CL-0055,annuity,08/26/25,Annuity for patent PT-0096,normal,overdue,,,,,,2020/04/26,12/06/23
DL-0235,patent,PT-0096,CL-0055,continuation,05 January 2026,Continuation for patent PT-0096,low,completed,,03/03/23,Daniel Williams,2957.33,,18/04/18,
DL-0236,patent,PT-0097,CL-0326,continuation,2024/10/03,Continuation for patent PT-0097,medium,overdue,,,,,,2019-05-09,2024/09/26
DL-0237,patent,PT-0098,CL-0351,examination response,12-19-2024,Examination Response for patent PT-0098 - Response to office action required,medium,overdue,,,,,,03/09/2021,17/01/24
DL-0238,patent,PT-0098,CL-0351,continuation,03/02/2027,Continuation for patent PT-0098,normal,pending,Y,,,4653.77,,08-08-2019,
DL-0239,patent,PT-0098,CL-0351,examination response,08/19/2024,Examination Response for patent PT-0098 - Response to office action required,urgent,completed,,12-16-2024,Jason Lewis,,,19/08/2022,
DL-0240,patent,PT-0098,CL-0351,renewal,2030/12/06,Renewal for patent PT-0098 - Fee payment required,low,overdue,,,,2331.79,,2018/01/20,2023-03-17
DL-0241,patent,PT-0099,CL-0498,filing,2027/05/04,Filing for patent PT-0099,medium,overdue,,,,4621.27,Legacy deadline record,"July 02, 2019",
DL-0242,patent,PT-0099,CL-0498,filing,21 January 2024,Filing for patent PT-0099,normal,cancelled,,,,424.84,,"July 10, 2023",
DL-0243,patent,PT-0100,CL-0354,examination response,2025-07-16,Examination Response for patent PT-0100 - Response to office action required,normal,cancelled,,,,,,27/08/19,
DL-0244,patent,PT-0100,CL-0354,examination response,05 June 2024,Examination Response for patent PT-0100 - Response to office action required,low,overdue,,,,2185.78,Legacy deadline record,18/08/18,2024/01/04
DL-0245,patent,PT-0100,CL-0354,examination response,"December 14, 2024",Examination Response for patent PT-0100 - Response to office action required,critical,pending,N,,,2018.72,,11/05/2022,
DL-0246,patent,PT-0100,CL-0354,renewal,27-07-2029,Renewal for patent PT-0100 - Fee payment required,urgent,overdue,,,,,,21/12/2020,
DL-0247,patent,PT-0101,CL-0418,annuity,16 November 2026,Annuity for patent PT-0101,high,overdue,,,,,,2019-10-16,03/10/24
DL-0248,patent,PT-0101,CL-0418,continuation,02-23-2027,Continuation for patent PT-0101,normal,pending,,,,4273.1,,"August 16, 2019",
DL-0249,patent,PT-0101,CL-0418,continuation,"November 28, 2026",Continuation for patent PT-0101,low,overdue,,,,3837.3,Legacy deadline record,2022/02/11,
DL-0250,patent,PT-0102,CL-0161,annuity,02/25/2027,Annuity for patent PT-0102,urgent,overdue,,,,,,2023-06-01,
DL-0251,patent,PT-0102,CL-0161,annuity,01-02-2027,Annuity for patent PT-0102,urgent,cancelled,,,,194.47,,2018/02/03,06/09/2023
DL-0252,patent,PT-0102,CL-0161,renewal,17/06/26,Renewal for patent PT-0102 - Fee payment required,low,completed,,"June 23, 2023",Helen Scott,4567.84,,03 November 2023,12/08/2023
DL-0253,patent,PT-0103,CL-0024,continuation,23 August 2027,Continuation for patent PT-0103,critical,overdue,,,,2131.67,Legacy deadline record,07-19-2018,01/24/2023
DL-0254,patent,PT-0104,CL-0428,filing,2024-10-26,Filing for patent PT-0104,medium,pending,,,,172.84,,27/07/2022,08/11/2024
DL-0255,patent,PT-0104,CL-0428,examination response,11/03/2025,Examination Response for patent PT-0104 - Response to office action required,critical,cancelled,,,,3808.4,Legacy deadline record,2022-12-09,
DL-0256,patent,PT-0105,CL-0098,continuation,04/27/2024,Continuation for patent PT-0105,high,cancelled,,,,2505.5,,"October 28, 2018",
DL-0257,patent,PT-0105,CL-0098,continuation,06 May 2026,Continuation for patent PT-0105,normal,pending,N,,,,,2020-11-11,
DL-0258,patent,PT-0105,CL-0098,examination response,14/08/24,Examination Response for patent PT-0105 - Response to office action required,normal,pending,,,,123.84,,2022-03-09,15/03/2024
DL-0259,patent,PT-0106,CL-0020,annuity,23/07/25,Annuity for patent PT-0106,critical,overdue,,,,,Legacy deadline record,03/13/18,
DL-0260,patent,PT-0106,CL-0020,filing,17/01/2026,Filing for patent PT-0106,normal,pending,no,,,,,07/11/20,
DL-0261,patent,PT-0107,CL-0253,examination response,02-10-2024,Examination Response for patent PT-0107 - Response to office action required,normal,pending,N,,,4526.42,,19/11/23,06-15-2023
DL-0262,patent,PT-0107,CL-0253,filing,"August 01, 2024",Filing for patent PT-0107,high,cancelled,,,,484.34,,12/28/2021,
DL-0263,patent,PT-0107,CL-0253,continuation,26-09-2027,Continuation for patent PT-0107,urgent,pending,Y,,,3029.34,,04-26-2018,20/07/2024
DL-0264,patent,PT-0107,CL-0253,filing,04-19-2027,Filing for patent PT-0107,low,cancelled,,,,,,2018-11-04,08-15-2024
DL-0265,patent,PT-0108,CL-0268,annuity,11/26/24,Annuity for patent PT-0108,urgent,overdue,,,,2493.48,,09/02/21,27/10/2023
DL-0266,patent,PT-0108,CL-0268,continuation,31 October 2026,Continuation for patent PT-0108,normal,overdue,,,,1786.85,,2020-06-27,18/02/2023
DL-0267,patent,PT-0108,CL-0268,annuity,2025/08/09,Annuity for patent PT-0108,low,overdue,,,,1707.21,,,
DL-0268,patent,PT-0109,CL-0060,continuation,04-05-2027,Continuation for patent PT-0109,low,cancelled,,,,,,2023/09/19,
DL-0269,patent,PT-0109,CL-0060,annuity,23 November 2025,Annuity for patent PT-0109,urgent,completed,,20/10/23,Linda Roberts,3394.73,,09-26-2023,
DL-0270,patent,PT-0110,CL-0182,examination response,10/01/25,Examination Response for patent PT-0110 - Response to office action required,medium,overdue,,,,915.06,Legacy deadline record,2018/06/29,28/04/2023
DL-0271,patent,PT-0110,CL-0182,annuity,04/09/2024,Annuity for patent PT-0110,medium,cancelled,,,,,,28-08-2023,2023-07-15
DL-0272,patent,PT-0111,CL-0207,examination response,2024-09-18,Examination Response for patent PT-0111 - Response to office action required,normal,cancelled,,,,4066.77,,2019-01-24,16-12-2023
DL-0273,patent,PT-0111,CL-0207,examination response,2024/01/25,Examination Response for patent PT-0111 - Response to office action required,critical,overdue,,,,1142.31,,13-02-2018,"December 08, 2024"
DL-0274,patent,PT-0112,CL-0288,filing,2025-04-12,Filing for patent PT-0112,medium,overdue,,,,3218.3,Legacy deadline record,09-07-2021,08-22-2024
DL-0275,patent,PT-0112,CL-0288,continuation,14/07/2027,Continuation for patent PT-0112,high,overdue,,,,4713.76,,10/08/22,
DL-0276,patent,PT-0112,CL-0288,examination response,15 June 2024,Examination Response for patent PT-0112 - Response to office action required,normal,pending,N,,,3655.45,,2020/04/05,
DL-0277,patent,PT-0113,CL-0486,filing,"May 10, 2025",Filing for patent PT-0113,critical,completed,,10/25/23,Edward Evans,2715.1,,03 December 2022,
DL-0278,patent,PT-0114,CL-0008,renewal,10/20/29,Renewal for patent PT-0114 - Fee payment required,high,pending,Y,,,4246.43,Legacy deadline record,29/07/2020,
DL-0279,patent,PT-0114,CL-0008,continuation,12/31/2025,Continuation for patent PT-0114,critical,pending,yes,,,,Legacy deadline record,24/08/2018,
DL-0280,patent,PT-0114,CL-0008,annuity,09/28/2025,Annuity for patent PT-0114,medium,completed,,07-06-2023,Timothy Williams,3481.94,,2019-01-23,08-04-2024
DL-0281,patent,PT-0115,CL-0189,annuity,12-26-2026,Annuity for patent PT-0115,high,cancelled,,,,2093.04,Legacy deadline record,11 May 2022,
DL-0282,patent,PT-0116,CL-0026,renewal,11/03/2026,Renewal for patent PT-0116 - Fee payment required,high,overdue,,,,1888.85,,09 January 2022,
DL-0283,patent,PT-0117,CL-0014,filing,"May 12, 2026",Filing for patent PT-0117,high,overdue,,,,,,08/27/2018,11/12/23
DL-0284,patent,PT-0117,CL-0014,annuity,2024/04/23,Annuity for patent PT-0117,normal,completed,,05-26-2024,Ronald Young,1586.04,Legacy deadline record,Unknown,2024/04/18
DL-0285,patent,PT-0117,CL-0014,examination response,10/07/2025,Examination Response for patent PT-0117 - Response to office action required,medium,cancelled,,,,4109.95,,23-12-2022,2023-11-14
DL-0286,patent,PT-0118,CL-0236,annuity,00/00/0000,Annuity for patent PT-0118,low,completed,,12 October 2023,Helen Jones,530.79,,10-12-2023,
DL-0287,patent,PT-0118,CL-0236,continuation,15 December 2026,Continuation for patent PT-0118,high,completed,,06/06/2024,Sharon Garcia,,,03-11-2023,
DL-0288,patent,PT-0118,CL-0236,filing,14/08/25,Filing for patent PT-0118,critical,overdue,,,,,,19-05-2018,
DL-0289,patent,PT-0119,CL-0183,continuation,"May 12, 2027",Continuation for patent PT-0119,urgent,pending,Y,,,2812.62,Legacy deadline record,19-05-2018,2023/11/15
DL-0290,patent,PT-0119,CL-0183,annuity,22/12/25,Annuity for patent PT-0119,low,cancelled,,,,1664.24,,,
DL-0291,patent,PT-0119,CL-0183,annuity,"December 16, 2027",Annuity for patent PT-0119,normal,pending,N,,,1762.38,Legacy deadline record,31/10/21,2023/04/04
DL-0292,patent,PT-0120,CL-0366,renewal,10/04/26,Renewal for patent PT-0120 - Fee payment required,medium,cancelled,,,,2510.07,Legacy deadline record,03-05-2018,23-02-2023
DL-0293,patent,PT-0120,CL-0366,renewal,Unknown,Renewal for patent PT-0120 - Fee payment required,medium,pending,,,,2544.14,,21/12/2022,02-12-2024
DL-0294,patent,PT-0120,CL-0366,continuation,2025/06/03,Continuation for patent PT-0120,low,pending,yes,,,4756.97,,04/23/2018,
DL-0295,patent,PT-0120,CL-0366,filing,2027-02-01,Filing for patent PT-0120,medium,cancelled,,,,4961.53,,"October 06, 2021",
DL-0296,patent,PT-0121,CL-0433,filing,11/08/2024,Filing for patent PT-0121,critical,completed,,04-13-2024,Patricia Moore,286.81,Legacy deadline record,31-08-2018,
DL-0297,patent,PT-0122,CL-0265,continuation,08/05/25,Continuation for patent PT-0122,normal,completed,,17 August 2024,Carol Parker,,,13-02-2021,08/28/2023
DL-0298,patent,PT-0122,CL-0265,renewal,2026-03-09,Renewal for patent PT-0122 - Fee payment required,low,pending,,,,,,27-12-2018,
DL-0299,patent,PT-0122,CL-0265,annuity,01/04/25,Annuity for patent PT-0122,medium,completed,,17 March 2024,Sandra Gomez,4200.22,,10-21-2021,"April 13, 2024"
DL-0300,patent,PT-0122,CL-0265,annuity,06/19/2025,Annuity for patent PT-0122,normal,completed,,11/20/23,Robert Collins,496.5,,10-06-2018,20 June 2024
DL-0301,patent,PT-0123,CL-0126,annuity,20/09/2026,Annuity for patent PT-0123,critical,overdue,,,,,,08-21-2021,05-23-2024
DL-0302,patent,PT-0123,CL-0126,filing,09 October 2027,Filing for patent PT-0123,medium,cancelled,,,,4133.99,,25-12-2020,
DL-0303,patent,PT-0123,CL-0126,filing,TBD,Filing for patent PT-0123,urgent,cancelled,,,,3491.53,,1900-01-01,
DL-0304,patent,PT-0124,CL-0107,examination response,08-26-2025,Examination Response for patent PT-0124 - Response to office action required,urgent,pending,N,,,1698.16,,10/31/23,2024-07-25
DL-0305,patent,PT-0124,CL-0107,filing,"July 05, 2025",Filing for patent PT-0124,urgent,overdue,,,,,,08-14-2021,2024-07-05
DL-0306,patent,PT-0124,CL-0107,examination response,07/16/2025,Examination Response for patent PT-0124 - Response to office action required,medium,cancelled,,,,,,04-10-2020,"July 03, 2023"
