tm_id,client_id,mark_text,mark_type,mark_description,goods_services,nice_classes,vienna_classes,application_number,registration_number,filing_date,priority_date,publication_date,registration_date,renewal_date,expiry_date,jurisdiction,trademark_office,status,opposition_period_end,use_basis,first_use_date,first_use_commerce_date,attorney_ref,internal_ref,estimated_cost,actual_cost,created_on,modified_on,notes
TM-0423,CL-0268,INNOVATE,,,Food and beverages,"9, 10",,87/399914,5354140,06/07/2023,,,,,,USA,USPTO,abandoned,,intent-to-use,,,,TM-INT-7234,12499.35,8758.09,,05/03/24,
TM-0424,CL-0372,SYSTEMCORE,combined,Trademark for SYSTEMCORE,Construction materials,"5,35,19","27.05.01, 26.01.03",90/691129,5377386,13 February 2023,2022/07/03,"May 10, 2023",,,,CN,CNIPA,opposed,,,,,ATT-7776,TM-INT-4726,,10436.24,"May 11, 2023",2023-05-10,
TM-0425,CL-0114,SYSTEMCORE,,,Financial services,12,,87/839978,,1900-01-01,,,,,,CN,CNIPA,abandoned,,,,,ATT-3032,,1746.15,,30/11/23,,
TM-0426,CL-0078,DATATECH973,composite,,Automotive parts,44,,90/825937,,"December 07, 2020",,12/05/20,2024-05-29,21/04/2028,18/01/2034,EU,EUIPO,registered,,,,,ATT-7264,TM-INT-4770,9930.76,,"April 14, 2019",10/05/23,
TM-0427,CL-0236,SYSTEMTECH,design,Trademark for SYSTEMTECH,Educational services,"20, 45",,88/530309,6580271,"July 22, 2023",,09/10/2022,,,,Europe,EUIPO,published,30/09/2024,,,,,TM-INT-1980,4363.63,,2020-12-20,,
TM-0428,CL-0427,WELLNESS,composite,,Construction materials,"25, 35",,90/857298,6427746,03/23/21,2021-03-06,17-05-2021,,,,Europe,EUIPO,cancelled,,,,,ATT-4079,TM-INT-4620,,,03/02/2021,2023-08-20,
TM-0429,CL-0069,DATASYNC,design,Trademark for DATASYNC,Construction materials,29,,89/223896,,"June 28, 2020",12/08/19,10 January 2022,,,,Europe,EUIPO,abandoned,,,,,ATT-2260,TM-INT-4934,13102.32,9642.92,2021/10/23,,Legacy trademark record
TM-0430,CL-0081,ORGANIC,word,,Construction materials,"18,44",,89/679231,6317416,06-12-2019,,12/27/21,2022-03-03,04-11-2030,05/18/31,DE,DPMA,published,,,,,ATT-5087,TM-INT-6553,,,2019/06/23,2024/05/15,
TM-0431,CL-0361,SMARTFLOW,design,Trademark for SMARTFLOW,Clothing and apparel,"30, 17, 45",,88/121007,,03-04-2021,,,,,,EU,EUIPO,registered,,,,,ATT-4462,,,838.54,31/01/22,02/10/2024,Legacy trademark record
TM-0432,CL-0026,INNOVATECH,word,,Food and beverages,"20,12,1",,90/935749,5047794,03-05-2019,,19-06-2020,,,,CN,CNIPA,abandoned,,,,,,TM-INT-4347,,,2021-04-18,,
TM-0433,CL-0341,ORGANIC,word,,Telecommunications services,"17, 11, 29",,89/583497,,2020-07-08,,,,,,EU,EUIPO,abandoned,,,,,ATT-5022,TM-INT-7978,13407.31,,2023-02-28,,
TM-0434,CL-0005,CAREPLUS,,,Financial services,"25, 5",,90/605108,,00/00/0000,,,,,,CN,CNIPA,pending,,,,,ATT-2533,TM-INT-1160,14465.67,10119.73,23/01/22,09/05/2023,
TM-0435,CL-0054,MEDTECH,,,Pharmaceutical preparations,21,,90/964147,,10/24/2022,10/02/2020,,2020-04-26,"February 24, 2030",23-01-2031,GB,UKIPO,pending,,,,,ATT-5806,TM-INT-1441,5886.98,8226.64,01/10/22,,
TM-0436,CL-0106,WELLNESS137,composite,,Construction materials,"9, 38, 25",,87/989121,,"April 24, 2020",19/03/2022,,10-23-2022,2029-04-04,05/31/28,GB,UKIPO,cancelled,,,,,ATT-8681,TM-INT-6674,,8229.68,17/12/2023,18/03/2024,
TM-0437,CL-0316,TECHSTREAM,logo,Trademark for TECHSTREAM,Telecommunications services,"12,5,25",,90/434844,5630232,08/05/2018,,,04/03/2024,14/09/2028,23 February 2028,CN,CNIPA,published,,,,,ATT-5399,TM-INT-3021,,7567.99,07/14/2021,08/17/2024,
TM-0438,CL-0032,ORGANIC,composite,,Pharmaceutical preparations,12,,87/832148,,04-11-2023,,,,,,United States,USPTO,registered,,intent-to-use,,,ATT-7128,TM-INT-8421,,,08/24/20,23/01/2024,
TM-0439,CL-0452,BIOSAFE,word,,Automotive parts,"35,45",,89/131892,,01-04-2018,03-19-2018,09/08/2021,10/23/2021,2029/11/06,01/11/2033,US,USPTO,published,21/12/25,,,,,TM-INT-3118,,,00/00/0000,,
TM-0440,CL-0418,TECHMASTER,logo,Trademark for TECHMASTER,Clothing and apparel,"25, 44, 29","27.05.01, 26.01.03",90/533860,,16-03-2019,,,,,,GB,UKIPO,published,,,,,ATT-9249,,7253.95,,26/01/18,05/01/24,
TM-0441,CL-0284,TECHVISION94,combined,Trademark for TECHVISION94,Construction materials,"17,16",,90/954795,,"May 20, 2022",,,"July 15, 2020",04-13-2028,2033/05/17,GB,UKIPO,registered,,,,,ATT-2632,TM-INT-5357,,,2021-10-21,Unknown,
TM-0442,CL-0123,SYSTEMCORE75,,,Food and beverages,"42,1",,88/665015,,05/09/18,,,"April 28, 2021",23 November 2030,29 November 2031,USA,USPTO,expired,,1(a),22/10/16,16/10/2021,ATT-5522,TM-INT-1962,,6472.62,25/06/2020,2024-06-02,
TM-0443,CL-0306,ADVANCEDSYS976,composite,,Medical devices,"42,21",,90/336758,,04 November 2018,,,,,,USA,USPTO,abandoned,,1(a),,,,TM-INT-4615,7245.64,,01/27/2018,18/10/24,
TM-0444,CL-0291,SMARTFLOW,composite,,Telecommunications services,"44, 18, 10",,88/715814,,22/01/2023,02 October 2018,05/01/21,,,,JP,JPO,pending,,,,,ATT-2471,TM-INT-9260,4288.32,11537.28,02/05/18,,Legacy trademark record
TM-0445,CL-0108,ADVANCEDSYS,design,Trademark for ADVANCEDSYS,Telecommunications services,9,,90/786264,,04/02/22,09-10-2018,12-29-2019,31 October 2020,05/09/27,19-06-2034,Europe,EUIPO,published,,,,,,TM-INT-8082,,3148.89,03-06-2020,08/20/23,
TM-0446,CL-0152,NEXGEN,,,Pharmaceutical preparations,"16,38,20",,87/350784,5482450,2019-03-24,,07/15/2023,,,,US,USPTO,pending,,1(b),,,,TM-INT-8864,6885.42,1519.54,02 March 2018,,
TM-0447,CL-0379,CYBERTECH,word,,Food and beverages,21,,87/868726,6629543,10/29/21,,04-05-2019,22/04/21,07/14/30,31-01-2032,CN,CNIPA,expired,,,,,ATT-9693,TM-INT-6475,9252.23,2128.49,00/00/0000,08 April 2024,
TM-0448,CL-0355,BIOSAFE,combined,Trademark for BIOSAFE,Computer software and hardware,"35, 9, 28","27.05.01, 26.01.03",90/844361,,"November 07, 2021",01/13/2018,2021-03-23,09/01/2022,02-07-2027,2033/10/19,CN,CNIPA,abandoned,,,,,ATT-3814,TM-INT-8014,11021.79,8096.63,02-02-2018,04/18/23,
TM-0449,CL-0004,DATAFLOW126,logo,Trademark for DATAFLOW126,Clothing and apparel,"5,45,9","27.05.01, 26.01.03",89/116549,6546001,2023/10/17,11/24/22,,07/19/22,11-21-2029,2031/05/03,United States,USPTO,registered,,intent-to-use,,,ATT-6564,TM-INT-8650,,,04/13/2019,,
TM-0450,CL-0085,CAREPLUS373,combined,Trademark for CAREPLUS373,Computer software and hardware,"16,21,45","27.05.01, 26.01.03",87/652904,,05/20/23,,2024/06/22,,,,Europe,EUIPO,expired,,,,,ATT-8799,TM-INT-1228,14299.48,3627.25,05/07/2018,,
TM-0451,CL-0202,SMARTSYS,logo,Trademark for SMARTSYS,Construction materials,"45,35","27.05.01, 26.01.03",89/765966,5586527,2019-08-10,11-08-2018,27/02/21,2024/05/12,2029/05/27,2031/07/27,US,USPTO,registered,,intent-to-use,,,ATT-7241,TM-INT-6458,10437.62,1261.58,"July 26, 2021",,
TM-0452,CL-0174,INNOVATECH793,logo,Trademark for INNOVATECH793,Financial services,"45,29,1","27.05.01, 26.01.03",89/180308,,30 July 2018,10 December 2018,26/03/2021,,,,United States,USPTO,abandoned,,1(b),,,ATT-9616,TM-INT-8346,,,02/01/2021,06/05/2023,
TM-0453,CL-0344,NATURALS,logo,Trademark for NATURALS,Pharmaceutical preparations,32,,89/217180,5879236,05-27-2018,,08-02-2019,26/04/2020,01/22/2029,04/02/29,JP,JPO,registered,,,,,ATT-6994,,14835.53,2995.73,2020-01-02,2024/06/09,
TM-0454,CL-0429,INNOVATEX,logo,Trademark for INNOVATEX,Automotive parts,28,,88/503507,,2023/09/18,13-08-2020,,,,,Europe,EUIPO,abandoned,,,,,ATT-4947,TM-INT-1572,13554.28,,11/18/21,27/09/2023,
TM-0455,CL-0002,AUTOTECH803,composite,,Computer software and hardware,"5,36,30",,89/251828,,05/19/21,,,,,,JP,JPO,opposed,,,,,ATT-9631,TM-INT-7683,1365.96,11566.12,"September 20, 2022",,
TM-0456,CL-0009,SYSTEMCORE107,logo,Trademark for SYSTEMCORE107,Food and beverages,"32,35,21",,89/105693,,20-08-2022,,29-05-2023,04/13/23,19/07/26,"April 11, 2034",DE,DPMA,abandoned,,,,,ATT-8130,,,8104.67,10/28/2019,09/06/2024,
TM-0457,CL-0406,DATATECH,combined,Trademark for DATATECH,Food and beverages,"17,35",,88/113900,,05-10-2019,,11-05-2019,"November 11, 2022",2030-03-18,05-06-2034,DE,DPMA,published,,,,,ATT-7747,TM-INT-6586,1284.08,,16/03/21,,
TM-0458,CL-0297,TECHMASTER390,,,Computer software and hardware,"3,45,12",,90/255171,,12 April 2019,,2020/10/20,,,,EU,EUIPO,pending,,,,,ATT-7512,,3529.28,,06/10/2023,2023/03/30,
TM-0459,CL-0485,NEXGEN,composite,,Clothing and apparel,"19, 10",,88/576372,,05-05-2021,,09/14/2020,,,,USA,USPTO,cancelled,,,,,ATT-5102,TM-INT-1160,3586.13,11587.09,03/03/21,,
TM-0460,CL-0412,GREENTECH395,design,Trademark for GREENTECH395,Clothing and apparel,"17, 10, 35",,89/483167,6910079,07/09/18,,,,,,JP,JPO,published,,,,,,TM-INT-6912,14547.66,4516.44,"September 06, 2019",,Legacy trademark record
TM-0461,CL-0390,ECOPACK,,,Computer software and hardware,12,,87/258830,,12/28/18,04/13/2018,2023-07-29,,,,JP,JPO,pending,,,,,,TM-INT-5025,10683.9,,07/02/18,,
TM-0462,CL-0262,MOTORPRO944,composite,,Financial services,"19,29",,90/491108,,2018-02-21,,,,,,USA,USPTO,published,27-08-2024,1(b),,,ATT-2034,TM-INT-7970,8918.5,,"November 18, 2021","October 18, 2023",
TM-0463,CL-0015,CYBERSHIELD,,,Food and beverages,16,,88/911604,,16-03-2023,,,,,,US,USPTO,published,,1(a),,,ATT-1553,TM-INT-4867,4732.17,9310.97,2022-09-05,,
TM-0464,CL-0055,NOVALUX,design,Trademark for NOVALUX,Telecommunications services,10,,88/704611,,25-11-2019,15-08-2018,,,,,US,USPTO,published,20-09-2025,,,,ATT-5565,TM-INT-4408,12626.27,,06 February 2023,2024/10/21,Legacy trademark record
TM-0465,CL-0079,INNOVATEX,,,Pharmaceutical preparations,17,,88/691328,5024983,12-28-2019,,2023-12-19,,,,EU,EUIPO,registered,,,,,ATT-1779,TM-INT-2784,,8809.67,12/09/2020,2024/06/10,Legacy trademark record
TM-0466,CL-0166,SYSTEMCORE,logo,Trademark for SYSTEMCORE,Automotive parts,"38, 9",,89/600723,5516026,10/03/2021,,,18 August 2020,01/06/28,2033/08/17,CN,CNIPA,opposed,,,,,ATT-5351,,13479.73,3197.19,01-02-2019,11-28-2024,
TM-0467,CL-0305,CARTECH,combined,Trademark for CARTECH,Telecommunications services,"20,29,35","27.05.01, 26.01.03",88/225340,5037288,06/02/2020,,27/02/2020,,,,EU,EUIPO,pending,,,,,ATT-3820,TM-INT-4196,6919.02,5494.13,"March 13, 2023",11/02/2023,
TM-0468,CL-0150,LIFETEC,design,Trademark for LIFETEC,Pharmaceutical preparations,"5,25,44","27.05.01, 26.01.03",90/340263,,06/01/18,,,10/21/20,09/07/25,20/05/2029,USA,USPTO,expired,,1(a),05 March 2021,"October 21, 2020",,,6792.45,,2019/08/15,10/06/24,
TM-0469,CL-0259,INNOVATECH,composite,,Computer software and hardware,"19, 12",,87/828710,,01/04/21,,,07/10/2020,2026-09-03,22-11-2034,JP,JPO,cancelled,,,,,ATT-1947,TM-INT-9419,9951.03,,05/25/2018,23/09/23,
TM-0470,CL-0186,MEDTECH900,combined,Trademark for MEDTECH900,Computer software and hardware,"12,28,20",,87/110119,,19-10-2018,,,,,,DE,DPMA,registered,,,,,,TM-INT-7267,10951.39,8150.7,08-02-2018,,
TM-0471,CL-0096,WELLNESS,logo,Trademark for WELLNESS,Financial services,17,"27.05.01, 26.01.03",89/256420,,02/12/2019,23/03/19,,27-05-2022,04/05/2026,08/01/31,CN,CNIPA,expired,,,,,ATT-4532,TM-INT-6016,3724.73,9839.19,"July 24, 2019",,
TM-0472,CL-0073,SPEEDWAY684,logo,Trademark for SPEEDWAY684,Construction materials,42,"27.05.01, 26.01.03",88/209677,6003400,10/09/2023,,20/07/2019,2023/03/04,05/23/30,2028-12-05,JP,JPO,abandoned,,,,,ATT-1425,,9313.19,5929.48,"December 17, 2021",,
TM-0473,CL-0049,ECOPACK899,logo,Trademark for ECOPACK899,Pharmaceutical preparations,"9,38","27.05.01, 26.01.03",89/638771,5959415,"January 06, 2021",,29/11/20,,,,DE,DPMA,abandoned,,,,,ATT-3626,TM-INT-8200,14324.28,9363.1,2018/12/30,26/09/23,
TM-0474,CL-0131,CYBERTECH164,design,Trademark for CYBERTECH164,Pharmaceutical preparations,32,,89/420952,,2023-10-17,,,,,,Europe,EUIPO,abandoned,,,,,ATT-3486,TM-INT-6855,8731.69,,30-07-2019,,
TM-0475,CL-0398,CYBERSHIELD,,,Computer software and hardware,"11, 10, 30",,87/997713,,17 September 2022,02/12/2019,,,,,United States,USPTO,opposed,,1(a),07/19/2022,2020-03-21,,TM-INT-8693,,,2020-12-13,,
TM-0476,CL-0421,ECOPACK,logo,Trademark for ECOPACK,Clothing and apparel,"41,18,32",,90/157389,,28-12-2021,,,24/06/24,09/03/25,2029/12/19,EU,EUIPO,registered,,,,,,,2861.34,,05/14/2022,16-07-2024,
TM-0477,CL-0188,FUTURETECH,combined,Trademark for FUTURETECH,Clothing and apparel,"32,10",,90/657539,,"September 13, 2019",02/09/2018,,,,,GB,UKIPO,pending,,,,,,TM-INT-8841,12446.0,,06/16/21,N/A,
TM-0478,CL-0438,SYSTEMCORE,design,Trademark for SYSTEMCORE,Food and beverages,11,"27.05.01, 26.01.03",88/250489,,2019-08-03,,11-16-2022,04-27-2024,2030/01/23,"February 27, 2030",EU,EUIPO,cancelled,,,,,ATT-5914,TM-INT-4649,3419.77,8452.48,12/08/19,26-09-2024,
TM-0479,CL-0032,INNOVATEX,word,,Computer software and hardware,17,,90/504640,,2020-12-02,12/18/22,,,,,DE,DPMA,pending,,,,,,TM-INT-3263,12690.11,9367.06,2021/06/13,2023/01/06,
TM-0480,CL-0240,CYBERTECH,design,Trademark for CYBERTECH,Pharmaceutical preparations,30,,90/490067,6047385,"May 31, 2023",21-01-2019,07-02-2021,2022/11/12,03/25/2029,2034-03-26,Europe,EUIPO,abandoned,,,,,ATT-6926,TM-INT-3936,11421.93,11233.09,1900-01-01,30 January 2024,
TM-0481,CL-0143,NEXGEN263,combined,Trademark for NEXGEN263,Medical devices,"41,5",,87/277129,,05/19/2023,"February 15, 2020",10/01/2023,,,,CN,CNIPA,published,06/05/24,,,,,TM-INT-2834,2482.99,6237.64,09 May 2022,12/07/2024,Legacy trademark record
TM-0482,CL-0002,SMARTSYS814,word,,Medical devices,18,,87/242119,,06/10/2023,,,2020/02/18,08-08-2027,25 March 2028,USA,USPTO,opposed,,1(b),,,ATT-8879,,5797.36,2789.14,2019-12-07,,Legacy trademark record
TM-0483,CL-0031,AUTOTECH,word,,Pharmaceutical preparations,"42,16",,90/368202,,05-03-2018,21/09/19,,,,,JP,JPO,expired,,,,,,,,2876.71,08/02/2021,,
TM-0484,CL-0348,FUTURETECH384,design,Trademark for FUTURETECH384,Pharmaceutical preparations,1,,87/282520,,"September 23, 2023",,,21-01-2024,13/09/27,"August 22, 2031",Europe,EUIPO,cancelled,,,,,,TM-INT-3258,13967.11,3458.82,11/04/18,10/19/2023,Legacy trademark record
TM-0485,CL-0187,SYSTEMTECH,,,Clothing and apparel,"36,5",,87/238708,6147849,02/07/20,05/09/2020,2022/09/30,2023-07-24,02/21/26,16-08-2030,United States,USPTO,cancelled,,1(a),31-07-2018,2016/09/08,,TM-INT-9556,8877.0,,2021-06-26,17-06-2024,
TM-0486,CL-0078,TECHSTREAM,,,Educational services,9,,88/720856,,2018-10-22,,17 August 2019,2020/04/20,24/09/29,13/12/2030,EU,EUIPO,pending,,,,,ATT-1512,,,,01/31/2022,2024-12-12,Legacy trademark record
TM-0487,CL-0417,DATATECH975,combined,Trademark for DATATECH975,Educational services,"3,16",,87/562005,,16/06/21,07/08/2019,TBD,,,,EU,EUIPO,cancelled,,,,,ATT-8612,,4783.53,9343.99,09-02-2019,03/10/24,
TM-0488,CL-0371,LIFETEC,combined,Trademark for LIFETEC,Clothing and apparel,"20,10",,87/547431,,03-24-2022,02-26-2019,2023-02-05,,,,Europe,EUIPO,expired,,,,,,TM-INT-9176,,5539.34,2019/01/26,,
TM-0489,CL-0083,ECOPACK493,combined,Trademark for ECOPACK493,Clothing and apparel,"16,44,20","27.05.01, 26.01.03",87/316614,,13-10-2018,,19 January 2022,03-23-2024,11/06/2027,08/30/31,EU,EUIPO,pending,,,,,,TM-INT-9732,11729.42,11683.64,2022/01/27,,
TM-0490,CL-0444,TECHMASTER,combined,Trademark for TECHMASTER,Pharmaceutical preparations,"11, 1",,87/682097,,"February 11, 2018",,10-31-2020,,,,United States,USPTO,pending,,intent-to-use,,,ATT-9671,TM-INT-2016,,5222.76,TBD,,
TM-0491,CL-0224,DATAFLOW669,combined,Trademark for DATAFLOW669,Automotive parts,"20,38,28","27.05.01, 26.01.03",88/584082,6252798,09-15-2022,,20/04/20,04-06-2024,2025/07/12,"July 20, 2033",DE,DPMA,pending,,,,,ATT-4550,TM-INT-9154,9990.47,11964.71,02/06/20,09-02-2023,Legacy trademark record
TM-0492,CL-0146,TECHVISION,word,,Food and beverages,28,,88/759520,5892354,12/02/2021,,05-02-2019,"February 26, 2020",2027-05-12,2031/08/26,US,USPTO,registered,,1(a),,,ATT-6220,TM-INT-2416,10576.39,,2021/05/13,2023-04-20,
TM-0493,CL-0182,CYBERSHIELD164,design,Trademark for CYBERSHIELD164,Pharmaceutical preparations,"18,3,17",,89/451224,6457752,10/21/18,,11-10-2022,,,,EU,EUIPO,cancelled,,,,,,TM-INT-7413,2029.59,9693.6,07-11-2021,"February 24, 2023",
TM-0494,CL-0433,NOVALUX,design,Trademark for NOVALUX,Medical devices,19,,89/627984,6959090,09 March 2020,02/19/2020,2020/03/11,24/07/22,23/02/28,"August 08, 2028",DE,DPMA,registered,,,,,,TM-INT-1808,5186.99,,19/04/2022,08/13/2023,Legacy trademark record
TM-0495,CL-0229,HEALTHPRO,logo,Trademark for HEALTHPRO,Construction materials,"10,38,28","27.05.01, 26.01.03",88/473869,,2023-09-29,22 February 2021,,2024-06-17,06 August 2028,05-12-2030,DE,DPMA,registered,,,,,ATT-4177,,1844.91,,2023-03-29,,
TM-0496,CL-0151,MEDTECH,design,Trademark for MEDTECH,Food and beverages,"41,32,10",,89/290183,,2022/09/21,2019-11-22,08-10-2021,,,,JP,JPO,opposed,,,,,ATT-8645,TM-INT-8895,3454.19,,03-14-2021,,Legacy trademark record
TM-0497,CL-0284,DRIVETEC,logo,Trademark for DRIVETEC,Financial services,16,"27.05.01, 26.01.03",90/799749,5566381,2021-08-27,,,2023-08-21,25 August 2028,18 February 2028,EU,EUIPO,opposed,,,,,ATT-3015,TM-INT-7816,10541.08,9271.88,"January 04, 2023",10-18-2024,
TM-0498,CL-0168,TECHPRO190,design,Trademark for TECHPRO190,Food and beverages,"28,38","27.05.01, 26.01.03",88/471348,,09/27/2021,"September 13, 2021",,12/15/2023,2029-08-31,07/14/34,United States,USPTO,cancelled,,,,,ATT-6613,,8679.86,11355.45,"September 27, 2019",,
TM-0499,CL-0166,AUTOTECH,,,Financial services,29,,87/958773,6625829,09/13/2019,2018/10/04,2019-05-28,29-05-2021,01/02/25,07/10/34,USA,USPTO,published,09-16-2025,,,,ATT-9477,,11913.37,,09-02-2018,,
TM-0500,CL-0333,AUTOTECH,combined,Trademark for AUTOTECH,Educational services,"45,25",,90/774374,,11/11/2022,,2023-08-20,10-06-2021,07-06-2025,21/11/30,JP,JPO,cancelled,,,,,,TM-INT-2781,6237.65,,17-06-2021,,
TM-0501,CL-0403,SYSTEMTECH,,,Clothing and apparel,"9,1,36",,89/454294,6684665,13 November 2019,,14 February 2019,09 May 2020,25/08/2027,2032-03-20,CN,CNIPA,opposed,,,,,ATT-3743,TM-INT-2930,10438.6,,05-07-2021,28/05/23,
TM-0502,CL-0225,INNOVATEX,,,Clothing and apparel,"20, 5, 32",,89/299684,5633278,18 April 2023,12/15/18,,,,,DE,DPMA,published,,,,,ATT-9400,TM-INT-7183,11119.26,,2021/11/20,,
TM-0503,CL-0299,NOVALUX,logo,Trademark for NOVALUX,Automotive parts,"12,3","27.05.01, 26.01.03",90/672392,6622288,01-12-2019,,00/00/0000,"October 17, 2023",19/08/2026,N/A,Europe,EUIPO,abandoned,,,,,,,,3219.59,2021-05-07,,
TM-0504,CL-0165,MOTORPRO,combined,Trademark for MOTORPRO,Food and beverages,32,"27.05.01, 26.01.03",89/549800,6871183,02/02/2020,,11-15-2021,2022/04/18,03/10/29,10/22/30,United States,USPTO,published,,1(b),,,,TM-INT-4273,12124.53,1526.9,06/15/2019,1900-01-01,
TM-0505,CL-0014,DATAFLOW986,word,,Pharmaceutical preparations,"17,29",,88/322590,6538810,09/02/20,,12/14/24,,,,EU,EUIPO,registered,,,,,ATT-2477,,13702.08,,09/11/22,10/10/2023,
TM-0506,CL-0090,FUTURETECH411,logo,Trademark for FUTURETECH411,Financial services,17,,87/841437,,05-18-2019,2022-05-02,,,,,CN,CNIPA,registered,,,,,ATT-8397,,1556.84,,1900-01-01,,
TM-0507,CL-0075,INNOVATECH,logo,Trademark for INNOVATECH,Medical devices,"3, 44",,88/472163,,2023/08/07,,,,,,US,USPTO,cancelled,,intent-to-use,,,ATT-9711,TM-INT-4627,2972.2,5895.2,22/10/2023,,Legacy trademark record
TM-0508,CL-0159,INNOVATEX,word,,Educational services,"9,1,28",,89/629316,,06/01/22,,12/09/20,07-19-2021,07 December 2027,09/26/2028,Europe,EUIPO,pending,,,,,ATT-5965,,,,2021/03/03,2024-02-16,
TM-0509,CL-0011,NOVALUX878,,,Construction materials,10,,87/648723,5397044,05/22/2022,,,2024/08/17,17/08/27,"October 23, 2030",US,USPTO,cancelled,,intent-to-use,,,ATT-2975,,,,13-04-2021,2024-04-24,
TM-0510,CL-0017,CARTECH76,,,Medical devices,"45,12,38",,87/612906,,11/02/2018,04/03/18,,"July 27, 2021",Unknown,03/01/2034,Europe,EUIPO,pending,,,,,,TM-INT-8927,11539.23,6196.13,03-27-2018,,
TM-0511,CL-0106,CAREPLUS135,word,,Financial services,"18,11",,87/644160,5871384,20/06/21,12/04/2018,,,,,United States,USPTO,registered,,use-in-commerce,,,ATT-7870,TM-INT-7687,3939.14,,12-08-2021,,Legacy trademark record
TM-0512,CL-0304,LIFETEC,design,Trademark for LIFETEC,Clothing and apparel,"45,19,10",,87/213889,,08/12/21,10/29/2020,07-06-2022,"April 15, 2023",,"October 16, 2029",CN,CNIPA,abandoned,,,,,,TM-INT-2957,14501.18,11293.27,"April 13, 2023",26 January 2024,
TM-0513,CL-0245,NOVALUX503,word,,Financial services,"44,35",,88/801067,,07/25/2018,2022/12/11,,,,,USA,USPTO,published,,1(b),,,ATT-6526,TM-INT-9102,7635.85,,11-08-2018,,
TM-0514,CL-0251,ECOPACK692,composite,,Educational services,"28, 36, 38",,90/739740,,11/03/19,,12-21-2022,15 November 2024,23/05/2026,21 January 2031,US,USPTO,abandoned,,,,,ATT-1563,TM-INT-4907,,,02/27/2023,17/10/24,Legacy trademark record
TM-0515,CL-0242,TECHMASTER,,,Food and beverages,32,,90/857601,,2019/07/07,,,,,,DE,DPMA,pending,,,,,ATT-5205,TM-INT-7143,10544.83,959.27,2021/03/30,26/09/2023,
TM-0516,CL-0463,CYBERSHIELD,combined,Trademark for CYBERSHIELD,Pharmaceutical preparations,"29, 28, 25","27.05.01, 26.01.03",88/354549,5052514,18/08/2020,,18-06-2021,06/09/2023,2029/10/15,28-10-2029,DE,DPMA,expired,,,,,,,4292.53,,04/07/19,,
TM-0517,CL-0356,INNOVATEX,design,Trademark for INNOVATEX,Medical devices,"16, 25, 11","27.05.01, 26.01.03",89/382132,5155829,20-11-2018,24-04-2018,,03/06/21,25/02/30,N/A,USA,USPTO,published,,,,,,TM-INT-9637,,,2018/04/25,01-08-2024,Legacy trademark record
TM-0518,CL-0341,GREENTECH351,composite,,Educational services,"45, 20",,87/808878,,2023-05-14,,14-02-2023,,,,JP,JPO,published,,,,,,TM-INT-5406,7953.56,,30-07-2023,09/07/2023,
TM-0519,CL-0238,MEDTECH,logo,Trademark for MEDTECH,Medical devices,"5, 38, 17","27.05.01, 26.01.03",87/390461,,03-13-2021,,,,,,USA,USPTO,registered,,1(a),,,,TM-INT-2770,,11071.94,2022-02-20,"January 28, 2024",
TM-0520,CL-0491,LIFETEC,,,Food and beverages,"30, 19, 42",,90/124677,,17/09/23,25/01/20,,,,,USA,USPTO,registered,,intent-to-use,,,,,8120.95,,24/09/2020,,
TM-0521,CL-0313,LIFETEC,logo,Trademark for LIFETEC,Pharmaceutical preparations,"36,12","27.05.01, 26.01.03",90/313257,5951421,21 September 2020,01/05/2022,01/02/2020,,,,DE,DPMA,abandoned,,,,,ATT-6397,TM-INT-5761,,9124.41,23 September 2020,16/12/23,
TM-0522,CL-0199,ECOPACK325,composite,,Clothing and apparel,28,,87/377624,6084044,2023/05/13,2022-01-30,,18-07-2022,"October 17, 2026",04/07/2028,JP,JPO,opposed,,,,,ATT-1058,,,3998.45,10/02/2022,,
TM-0523,CL-0367,WELLNESS,,,Telecommunications services,"17,38,5",,89/778507,6737823,"July 08, 2018",,17 July 2021,,,,Europe,EUIPO,pending,,,,,ATT-8514,TM-INT-1508,12247.39,9213.33,01-02-2023,"January 08, 2023",
TM-0524,CL-0352,DATATECH787,design,Trademark for DATATECH787,Telecommunications services,38,"27.05.01, 26.01.03",89/971796,,21 October 2020,,,2022-07-31,14-01-2025,N/A,GB,UKIPO,abandoned,,,,,ATT-8553,TM-INT-7770,13268.04,10727.12,10/21/18,1900-01-01,Legacy trademark record
TM-0525,CL-0475,ORGANIC,,,Educational services,"29,35,28",,87/707666,,25-06-2021,,11-15-2020,,,,CN,CNIPA,registered,,,,,ATT-7218,TM-INT-1741,3723.59,6200.96,08-23-2022,08/31/24,
TM-0526,CL-0340,CARTECH,word,,Medical devices,30,,87/372473,,02/13/2022,,,,,,EU,EUIPO,published,,,,,ATT-5692,,5601.77,1086.42,2023-07-01,,Legacy trademark record
TM-0527,CL-0279,ORGANIC435,combined,Trademark for ORGANIC435,Food and beverages,"25, 42",,90/343277,,28/09/2021,,,,,,Europe,EUIPO,registered,,,,,ATT-7882,TM-INT-1401,,2050.45,27-07-2023,2024/08/12,
TM-0528,CL-0054,TECHVISION762,logo,Trademark for TECHVISION762,Financial services,"20, 35, 1",,88/167983,,07/06/19,,01/28/2024,03/08/24,09-11-2027,21/03/2032,DE,DPMA,abandoned,,,,,,TM-INT-8401,13108.1,,09-03-2019,2024-06-02,
